t;x;v
13.5800;0.276137282735;-0.141588784185
13.5900;0.274721394893;-0.146969941056
13.6000;0.273251695482;-0.152317399013
13.6100;0.271728521492;-0.157630115523
13.6200;0.270152220337;-0.162907055838
13.6300;0.268523149778;-0.168147193189
13.6400;0.266841677847;-0.173349508991
13.6500;0.265108182757;-0.178512993039
13.6600;0.263323052826;-0.183636643701
13.6700;0.261486686389;-0.188719468114
13.6800;0.259599491708;-0.193760482374
13.6900;0.257661886884;-0.198758711725
13.7000;0.255674299767;-0.203713190751
13.7100;0.253637167860;-0.208622963556
13.7200;0.251550938224;-0.213487083949
13.7300;0.249416067385;-0.218304615630
13.7400;0.247233021228;-0.223074632362
13.7500;0.245002274905;-0.227796218154
13.7600;0.242724312723;-0.232468467434
13.7700;0.240399628049;-0.237090485221
13.7800;0.238028723197;-0.241661387297
13.7900;0.235612109324;-0.246180300374
13.8000;0.233150306320;-0.250646362260
13.8100;0.230643842697;-0.255058722024
13.8200;0.228093255477;-0.259416540156
13.8300;0.225499090075;-0.263718988725
13.8400;0.222861900188;-0.267965251538
13.8500;0.220182247673;-0.272154524290
13.8600;0.217460702430;-0.276286014719
13.8700;0.214697842283;-0.280358942753
13.8800;0.211894252855;-0.284372540656
13.8900;0.209050527449;-0.288326053173
13.9000;0.206167266917;-0.292218737668
13.9100;0.203245079540;-0.296049864269
13.9200;0.200284580898;-0.299818715996
13.9300;0.197286393738;-0.303524588898
13.9400;0.194251147849;-0.307166792183
13.9500;0.191179479927;-0.310744648348
13.9600;0.188072033443;-0.314257493298
13.9700;0.184929458510;-0.317704676474
13.9800;0.181752411746;-0.321085560968
13.9900;0.178541556136;-0.324399523642
14.0000;0.175297560900;-0.327645955241
14.0100;0.172021101347;-0.330824260503
14.0200;0.168712858742;-0.333933858270
14.0300;0.165373520159;-0.336974181586
14.0400;0.162003778343;-0.339944677808
14.0500;0.158604331565;-0.342844808697
14.0600;0.155175883478;-0.345674050520
14.0700;0.151719142973;-0.348431894139
14.0800;0.148234824032;-0.351117845104
14.0900;0.144723645581;-0.353731423740
14.1000;0.141186331343;-0.356272165228
14.1100;0.137623609691;-0.358739619689
14.1200;0.134036213494;-0.361133352263
14.1300;0.130424879972;-0.363452943181
14.1400;0.126790350540;-0.365697987837
14.1500;0.123133370661;-0.367868096860
14.1600;0.119454689693;-0.369962896177
14.1700;0.115755060731;-0.371982027074
14.1800;0.112035240460;-0.373925146262
14.1900;0.108295988998;-0.375791925925
14.2000;0.104538069738;-0.377582053779
14.2100;0.100762249201;-0.379295233120
14.2200;0.096969296869;-0.380931182871
14.2300;0.093159985041;-0.382489637625
14.2400;0.089335088665;-0.383970347688
14.2500;0.085495385188;-0.385373079114
14.2600;0.081641654397;-0.386697613739
14.2700;0.077774678259;-0.387943749213
14.2800;0.073895240767;-0.389111299029
14.2900;0.070004127777;-0.390200092545
14.3000;0.066102126851;-0.391209975008
14.3100;0.062190027101;-0.392140807570
14.3200;0.058268619025;-0.392992467304
14.3300;0.054338694352;-0.393764847218
14.3400;0.050401045880;-0.394457856258
14.3500;0.046456467318;-0.395071419319
14.3600;0.042505753124;-0.395605477246
14.3700;0.038549698352;-0.396059986831
14.3800;0.034589098484;-0.396434920811
14.3900;0.030624749276;-0.396730267860
14.4000;0.026657446597;-0.396946032578
14.4100;0.022687986271;-0.397082235477
14.4200;0.018717163916;-0.397138912967
14.4300;0.014745774787;-0.397116117333
14.4400;0.010774613613;-0.397013916711
14.4500;0.006804474446;-0.396832395067
14.4600;0.002836150496;-0.396571652160
14.4700;-0.001129566026;-0.396231803518
14.4800;-0.005091884061;-0.395812980394
14.4900;-0.009050013865;-0.395315329732
14.5000;-0.013003167162;-0.394739014125
14.5100;-0.016950557304;-0.394084211768
14.5200;-0.020891399421;-0.393351116410
14.5300;-0.024824910585;-0.392539937305
14.5400;-0.028750309958;-0.391650899156
14.5500;-0.032666818950;-0.390684242058
14.5600;-0.036573661371;-0.389640221437
14.5700;-0.040470063585;-0.388519107988
14.5800;-0.044355254665;-0.387321187608
14.5900;-0.048228466541;-0.386046761328
14.6000;-0.052088934154;-0.384696145235
14.6100;-0.055935895607;-0.383269670407
14.6200;-0.059768592311;-0.381767682825
14.6300;-0.063586269139;-0.380190543295
14.6400;-0.067388174572;-0.378538627369
14.6500;-0.071173560846;-0.376812325251
14.6600;-0.074941684098;-0.375012041708
14.6700;-0.078691804515;-0.373138195985
14.6800;-0.082423186475;-0.371191221699
14.6900;-0.086135098692;-0.369171566747
14.7000;-0.089826814359;-0.367079693207
14.7100;-0.093497611292;-0.364916077226
14.7200;-0.097146772064;-0.362681208923
14.7300;-0.100773584153;-0.360375592273
14.7400;-0.104377340076;-0.357999744998
14.7500;-0.107957337526;-0.355554198451
14.7600;-0.111512879510;-0.353039497502
14.7700;-0.115043274485;-0.350456200415
14.7800;-0.118547836489;-0.347804878724
14.7900;-0.122025885277;-0.345086117116
14.8000;-0.125476746448;-0.342300513293
14.8100;-0.128899751581;-0.339448677851
14.8200;-0.132294238359;-0.336531234142
14.8300;-0.135659550701;-0.333548818140
14.8400;-0.138995038882;-0.330502078308
14.8500;-0.142300059665;-0.327391675452
14.8600;-0.145573976420;-0.324218282583
14.8700;-0.148816159245;-0.320982584772
14.8800;-0.152025985093;-0.317685279003
14.8900;-0.155202837883;-0.314327074022
14.9000;-0.158346108623;-0.310908690190
14.9100;-0.161455195525;-0.307430859327
14.9200;-0.164529504119;-0.303894324558
14.9300;-0.167568447364;-0.300299840151
14.9400;-0.170571445766;-0.296648171363
14.9500;-0.173537927479;-0.292940094277
14.9600;-0.176467328422;-0.289176395633
14.9700;-0.179359092378;-0.285357872669
14.9800;-0.182212671105;-0.281485332948
14.9900;-0.185027524435;-0.277559594193
15.0000;-0.187803120377;-0.273581484111
15.0100;-0.190538935218;-0.269551840219
15.0200;-0.193234453620;-0.265471509674
15.0300;-0.195889168717;-0.261341349092
15.0400;-0.198502582208;-0.257162224369
15.0500;-0.201074204451;-0.252935010500
15.0600;-0.203603554556;-0.248660591401
15.0700;-0.206090160470;-0.244339859718
15.0800;-0.208533559067;-0.239973716649
15.0900;-0.210933296234;-0.235563071751
15.1000;-0.213288926951;-0.231108842755
15.1100;-0.215600015379;-0.226611955373
15.1200;-0.217866134933;-0.222073343110
15.1300;-0.220086868364;-0.217493947068
15.1400;-0.222261807834;-0.212874715754
15.1500;-0.224390554992;-0.208216604881
15.1600;-0.226472721041;-0.203520577177
15.1700;-0.228507926813;-0.198787602179
15.1800;-0.230495802834;-0.194018656040
15.1900;-0.232435989395;-0.189214721328
15.2000;-0.234328136608;-0.184376786818
15.2100;-0.236171904476;-0.179505847299
15.2200;-0.237966962949;-0.174602903363
15.2300;-0.239712991983;-0.169668961200
15.2400;-0.241409681595;-0.164705032399
15.2500;-0.243056731919;-0.159712133735
15.2600;-0.244653853256;-0.154691286963
15.2700;-0.246200766126;-0.149643518611
15.2800;-0.247697201312;-0.144569859770
15.2900;-0.249142899910;-0.139471345884
15.3000;-0.250537613368;-0.134349016540
15.3100;-0.251881103534;-0.129203915256
15.3200;-0.253173142686;-0.124037089270
15.3300;-0.254413513579;-0.118849589327
15.3400;-0.255602009472;-0.113642469466
15.3500;-0.256738434167;-0.108416786807
15.3600;-0.257822602035;-0.103173601337
15.3700;-0.258854338048;-0.097913975695
15.3800;-0.259833477805;-0.092638974958
15.3900;-0.260759867555;-0.087349666427
15.4000;-0.261633364219;-0.082047119409
15.4100;-0.262453835413;-0.076732405006
15.4200;-0.263221159463;-0.071406595892
15.4300;-0.263935225422;-0.066070766107
15.4400;-0.264595933083;-0.060725990833
15.4500;-0.265203192992;-0.055373346180
15.4600;-0.265756926454;-0.050013908974
15.4700;-0.266257065543;-0.044648756536
15.4800;-0.266703553109;-0.039278966469
15.4900;-0.267096342773;-0.033905616440
15.5000;-0.267435398938;-0.028529783968
15.5100;-0.267720696777;-0.023152546205
15.5200;-0.267952222239;-0.017774979724
15.5300;-0.268129972037;-0.012398160299
15.5400;-0.268253953640;-0.007023162698
15.5500;-0.268324185267;-0.001651060463
15.5600;-0.268340695871;0.003717074303
15.5700;-0.268303525128;0.009080171146
15.5800;-0.268212723417;0.014437161478
15.5900;-0.268068351802;0.019786978785
15.6000;-0.267870482014;0.025128558842
15.6100;-0.267619196426;0.030460839923
15.6200;-0.267314588027;0.035782763012
15.6300;-0.266956760396;0.041093272009
15.6400;-0.266545827676;0.046391313945
15.6500;-0.266081914537;0.051675839185
15.6600;-0.265565156145;0.056945801636
15.6700;-0.264995698129;0.062200158958
15.6800;-0.264373696539;0.067437872761
15.6900;-0.263699317811;0.072657908819
15.7000;-0.262972738723;0.077859237267
15.7100;-0.262194146351;0.083040832804
15.7200;-0.261363738023;0.088201674898
15.7300;-0.260481721274;0.093340747984
15.7400;-0.259548313794;0.098457041661
15.7500;-0.258563743377;0.103549550895
15.7600;-0.257528247868;0.108617276212
15.7700;-0.256442075106;0.113659223893
15.7800;-0.255305482867;0.118674406171
15.7900;-0.254118738805;0.123661841423
15.8000;-0.252882120391;0.128620554357
15.8100;-0.251595914848;0.133549576211
15.8200;-0.250260419086;0.138447944931
15.8300;-0.248875939636;0.143314705368
15.8400;-0.247442792583;0.148148909456
15.8500;-0.245961303488;0.152949616398
15.8600;-0.244431807324;0.157715892851
15.8700;-0.242854648395;0.162446813105
15.8800;-0.241230180264;0.167141459260
15.8900;-0.239558765672;0.171798921406
15.9000;-0.237840776458;0.176418297798
15.9100;-0.236076593480;0.180998695029
15.9200;-0.234266606530;0.185539228204
15.9300;-0.232411214247;0.190039021106
15.9400;-0.230510824036;0.194497206370
15.9500;-0.228565851973;0.198912925644
15.9600;-0.226576722716;0.203285329758
15.9700;-0.224543869419;0.207613578883
15.9800;-0.222467733630;0.211896842692
15.9900;-0.220348765203;0.216134300522
16.0000;-0.218187422198;0.220325141525
16.0100;-0.215984170782;0.224468564828
16.0200;-0.213739485134;0.228563779679
16.0300;-0.211453847337;0.232610005602
16.0400;-0.209127747281;0.236606472543
16.0500;-0.206761682556;0.240552421016
16.0600;-0.204356158346;0.244447102246
16.0700;-0.201911687323;0.248289778311
16.0800;-0.199428789540;0.252079722279
16.0900;-0.196907992317;0.255816218347
16.1000;-0.194349830134;0.259498561975
16.1100;-0.191754844514;0.263126060016
16.1200;-0.189123583914;0.266698030846
16.1300;-0.186456603606;0.270213804494
16.1400;-0.183754465561;0.273672722761
16.1500;-0.181017738333;0.277074139350
16.1600;-0.178246996940;0.280417419977
16.1700;-0.175442822740;0.283701942496
16.1800;-0.172605803315;0.286927097008
16.1900;-0.169736532345;0.290092285978
16.2000;-0.166835609485;0.293196924339
16.2100;-0.163903640242;0.296240439604
16.2200;-0.160941235846;0.299222271969
16.2300;-0.157949013126;0.302141874414
16.2400;-0.154927594382;0.304998712802
16.2500;-0.151877607254;0.307792265977
16.2600;-0.148799684594;0.310522025856
16.2700;-0.145694464335;0.313187497522
16.2800;-0.142562589360;0.315788199311
16.2900;-0.139404707367;0.318323662899
16.3000;-0.136221470738;0.320793433384
16.3100;-0.133013536404;0.323197069365
16.3200;-0.129781565711;0.325534143024
16.3300;-0.126526224280;0.327804240195
16.3400;-0.123248181878;0.330006960440
16.3500;-0.119948112274;0.332141917117
16.3600;-0.116626693103;0.334208737446
16.3700;-0.113284605728;0.336207062570
16.3800;-0.109922535103;0.338136547622
16.3900;-0.106541169626;0.339996861777
16.4000;-0.103141201009;0.341787688308
16.4100;-0.099723324126;0.343508724639
16.4200;-0.096288236879;0.345159682397
16.4300;-0.092836640055;0.346740287453
16.4400;-0.089369237181;0.348250279966
16.4500;-0.085886734381;0.349689414430
16.4600;-0.082389840237;0.351057459703
16.4700;-0.078879265640;0.352354199048
16.4800;-0.075355723649;0.353579430162
16.4900;-0.071819929348;0.354732965205
16.5000;-0.068272599696;0.355814630826
16.5100;-0.064714453387;0.356824268189
16.5200;-0.061146210705;0.357761732989
16.5300;-0.057568593375;0.358626895470
16.5400;-0.053982324421;0.359419640442
16.5500;-0.050388128016;0.360139867290
16.5600;-0.046786729343;0.360787489983
16.5700;-0.043178854444;0.361362437080
16.5800;-0.039565230073;0.361864651732
16.5900;-0.035946583556;0.362294091682
16.6000;-0.032323642639;0.362650729261
16.6100;-0.028697135346;0.362934551384
16.6200;-0.025067789832;0.363145559540
16.6300;-0.021436334237;0.363283769777
16.6400;-0.017803496539;0.363349212692
16.6500;-0.014170004412;0.363341933410
16.6600;-0.010536585078;0.363261991565
16.6700;-0.006903965162;0.363109461275
16.6800;-0.003272870550;0.362884431117
16.6900;0.000355973762;0.362587004097
16.7000;0.003981843802;0.362217297618
16.7100;0.007604016779;0.361775443444
16.7200;0.011221771213;0.361261587665
16.7300;0.014834387090;0.360675890653
16.7400;0.018441145996;0.360018527020
16.7500;0.022041331266;0.359289685574
16.7600;0.025634228122;0.358489569263
16.7700;0.029219123815;0.357618395131
16.7800;0.032795307766;0.356676394259
16.7900;0.036362071709;0.355663811710
16.8000;0.039918709826;0.354580906464
16.8100;0.043464518890;0.353427951361
16.8200;0.046998798404;0.352205233032
16.8300;0.050520850734;0.350913051831
16.8400;0.054029981253;0.349551721764
16.8500;0.057525498470;0.348121570417
16.8600;0.061006714175;0.346622938878
16.8700;0.064472943563;0.345056181655
16.8800;0.067923505380;0.343421666602
16.8900;0.071357722046;0.341719774828
16.9000;0.074774919794;0.339950900612
16.9100;0.078174428800;0.338115451316
16.9200;0.081555583313;0.336213847289
16.9300;0.084917721786;0.334246521775
16.9400;0.088260187004;0.332213920817
16.9500;0.091582326212;0.330116503157
16.9600;0.094883491244;0.327954740129
16.9700;0.098163038645;0.325729115564
16.9800;0.101420329801;0.323440125676
16.9900;0.104654731058;0.321088278954
17.0000;0.107865613847;0.318674096054
17.0100;0.111052354808;0.316198109681
17.0200;0.114214335904;0.313660864475
17.0300;0.117350944549;0.311062916893
17.0400;0.120461573718;0.308404835085
17.0500;0.123545622069;0.305687198775
17.0600;0.126602494057;0.302910599135
17.0700;0.129631600048;0.300075638655
17.0800;0.132632356435;0.297182931015
17.0900;0.135604185745;0.294233100955
17.1000;0.138546516754;0.291226784140
17.1100;0.141458784596;0.288164627020
17.1200;0.144340430866;0.285047286701
17.1300;0.147190903733;0.281875430797
17.1400;0.150009658041;0.278649737292
17.1500;0.152796155414;0.275370894394
17.1600;0.155549864358;0.272039600391
17.1700;0.158270260362;0.268656563504
17.1800;0.160956825997;0.265222501733
17.1900;0.163609051014;0.261738142711
17.2000;0.166226432441;0.258204223548
17.2100;0.168808474677;0.254621490676
17.2200;0.171354689583;0.250990699692
17.2300;0.173864596580;0.247312615200
17.2400;0.176337722732;0.243588010653
17.2500;0.178773602839;0.239817668188
17.2600;0.181171779521;0.236002378463
17.2700;0.183531803305;0.232142940494
17.2800;0.185853232710;0.228240161488
17.2900;0.188135634325;0.224294856672
17.3000;0.190378582892;0.220307849129
17.3100;0.192581661383;0.216279969622
17.3200;0.194744461079;0.212212056425
17.3300;0.196866581644;0.208104955147
17.3400;0.198947631195;0.203959518559
17.3500;0.200987226381;0.199776606416
17.3600;0.202984992445;0.195557085282
17.3700;0.204940563298;0.191301828348
17.3800;0.206853581581;0.187011715254
17.3900;0.208723698734;0.182687631907
17.4000;0.210550575053;0.178330470300
17.4100;0.212333879756;0.173941128329
17.4200;0.214073291039;0.169520509605
17.4300;0.215768496135;0.165069523275
17.4400;0.217419191368;0.160589083829
17.4500;0.219025082206;0.156080110918
17.4600;0.220585883315;0.151543529163
17.4700;0.222101318607;0.146980267967
17.4800;0.223571121287;0.142391261327
17.4900;0.224995033900;0.137777447640
17.5000;0.226372808376;0.133139769515
17.5100;0.227704206071;0.128479173577
17.5200;0.228988997807;0.123796610282
17.5300;0.230226963910;0.119093033716
17.5400;0.231417894247;0.114369401404
17.5500;0.232561588261;0.109626674118
17.5600;0.233657855002;0.104865815678
17.5700;0.234706513159;0.100087792763
17.5800;0.235707391087;0.095293574707
17.5900;0.236660326834;0.090484133310
17.6000;0.237565168167;0.085660442640
17.6100;0.238421772593;0.080823478834
17.6200;0.239230007382;0.075974219904
17.6300;0.239989749581;0.071113645536
17.6400;0.240700886036;0.066242736899
17.6500;0.241363313405;0.061362476441
17.6600;0.241976938170;0.056473847697
17.6700;0.242541676647;0.051577835086
17.6800;0.243057454997;0.046675423718
17.6900;0.243524209235;0.041767599194
17.7000;0.243941885226;0.036855347410
17.7100;0.244310438701;0.031939654358
17.7200;0.244629835244;0.027021505930
17.7300;0.244900050303;0.022101887719
17.7400;0.245121069181;0.017181784825
17.7500;0.245292887029;0.012262181657
17.7600;0.245415508845;0.007344061735
17.7700;0.245488949463;0.002428407496
17.7800;0.245513233538;-0.002483799901
17.7900;0.245488395539;-0.007391580772
17.8000;0.245414479731;-0.012293957102
17.8100;0.245291540160;-0.017189952739
17.8200;0.245119640633;-0.022078593590
17.8300;0.244898854697;-0.026958907809
17.8400;0.244629265619;-0.031829925995
17.8500;0.244310966359;-0.036690681381
17.8600;0.243944059545;-0.041540210027
17.8700;0.243528657445;-0.046377551008
17.8800;0.243064881935;-0.051201746606
17.8900;0.242552864468;-0.056011842498
17.9000;0.241992746044;-0.060806887945
17.9100;0.241384677164;-0.065585935978
17.9200;0.240728817804;-0.070348043585
17.9300;0.240025337368;-0.075092271897
17.9400;0.239274414649;-0.079817686373
17.9500;0.238476237786;-0.084523356980
17.9600;0.237631004216;-0.089208358378
17.9700;0.236738920632;-0.093871770104
17.9800;0.235800202931;-0.098512676747
17.9900;0.234815076164;-0.103130168129
18.0000;0.233783774482;-0.107723339484
18.0100;0.232706541088;-0.112291291634
18.0200;0.231583628171;-0.116833131164
18.0300;0.230415296860;-0.121347970596
18.0400;0.229201817154;-0.125834928563
18.0500;0.227943467868;-0.130293129977
18.0600;0.226640536568;-0.134721706205
18.0700;0.225293319506;-0.139119795230
18.0800;0.223902121554;-0.143486541825
18.0900;0.222467256136;-0.147821097714
18.1000;0.220989045158;-0.152122621739
18.1100;0.219467818941;-0.156390280021
18.1200;0.217903916141;-0.160623246119
18.1300;0.216297683680;-0.164820701196
18.1400;0.214649476668;-0.168981834168
18.1500;0.212959658326;-0.173105841868
18.1600;0.211228599907;-0.177191929192
18.1700;0.209456680615;-0.181239309261
18.1800;0.207644287523;-0.185247203564
18.1900;0.205791815487;-0.189214842111
18.2000;0.203899667066;-0.193141463579
18.2100;0.201968252430;-0.197026315457
18.2200;0.199997989276;-0.200868654190
18.2300;0.197989302734;-0.204667745321
18.2400;0.195942625281;-0.208422863630
18.2500;0.193858396644;-0.212133293272
18.2600;0.191737063712;-0.215798327912
18.2700;0.189579080432;-0.219417270858
18.2800;0.187384907724;-0.222989435196
18.2900;0.185155013372;-0.226514143915
18.3000;0.182889871933;-0.229990730039
18.3100;0.180589964632;-0.233418536748
18.3200;0.178255779265;-0.236796917503
18.3300;0.175887810090;-0.240125236171
18.3400;0.173486557728;-0.243402867137
18.3500;0.171052529057;-0.246629195424
18.3600;0.168586237103;-0.249803616810
18.3700;0.166088200934;-0.252925537935
18.3800;0.163558945555;-0.255994376416
18.3900;0.160999001791;-0.259009560951
18.4000;0.158408906181;-0.261970531426
18.4100;0.155789200867;-0.264876739018
18.4200;0.153140433477;-0.267727646296
18.4300;0.150463157014;-0.270522727319
18.4400;0.147757929741;-0.273261467732
18.4500;0.145025315063;-0.275943364859
18.4600;0.142265881415;-0.278567927796
18.4700;0.139480202137;-0.281134677496
18.4800;0.136668855362;-0.283643146861
18.4900;0.133832423893;-0.286092880822
18.5000;0.130971495085;-0.288483436419
18.5100;0.128086660721;-0.290814382884
18.5200;0.125178516892;-0.293085301716
18.5300;0.122247663875;-0.295295786752
18.5400;0.119294706007;-0.297445444243
18.5500;0.116320251565;-0.299533892919
18.5600;0.113324912636;-0.301560764057
18.5700;0.110309304995;-0.303525701546
18.5800;0.107274047980;-0.305428361944
18.5900;0.104219764360;-0.307268414542
18.6000;0.101147080215;-0.309045541414
18.6100;0.098056624801;-0.310759437477
18.6200;0.094949030426;-0.312409810536
18.6300;0.091824932321;-0.313996381334
18.6400;0.088684968507;-0.315518883599
18.6500;0.085529779671;-0.316977064085
18.6600;0.082360009030;-0.318370682615
18.6700;0.079176302204;-0.319699512113
18.6800;0.075979307083;-0.320963338645
18.6900;0.072769673697;-0.322161961448
18.7000;0.069548054082;-0.323295192960
18.7100;0.066315102153;-0.324362858849
18.7200;0.063071473564;-0.325364798033
18.7300;0.059817825584;-0.326300862706
18.7400;0.056554816957;-0.327170918355
18.7500;0.053283107773;-0.327974843776
18.7600;0.050003359336;-0.328712531088
18.7700;0.046716234025;-0.329383885743
18.7800;0.043422395167;-0.329988826538
18.7900;0.040122506902;-0.330527285615
18.8000;0.036817234046;-0.330999208467
18.8100;0.033507241961;-0.331404553940
18.8200;0.030193196422;-0.331743294225
18.8300;0.026875763479;-0.332015414859
18.8400;0.023555609331;-0.332220914714
18.8500;0.020233400184;-0.332359805986
18.8600;0.016909802124;-0.332432114184
18.8700;0.013585480982;-0.332437878112
18.8800;0.010261102201;-0.332377149853
18.8900;0.006937330702;-0.332249994747
18.9000;0.003614830755;-0.332056491367
18.9100;0.000294265841;-0.331796731491
18.9200;-0.003023701474;-0.331470820076
18.9300;-0.006338409675;-0.331078875226
18.9400;-0.009649198427;-0.330621028158
18.9500;-0.012955408708;-0.330097423161
18.9600;-0.016256382940;-0.329508217564
18.9700;-0.019551465116;-0.328853581687
18.9800;-0.022840000932;-0.328133698803
18.9900;-0.026121337921;-0.327348765086
19.0000;-0.029394825571;-0.326498989562
19.0100;-0.032659815467;-0.325584594061
19.0200;-0.035915661408;-0.324605813158
19.0300;-0.039161719539;-0.323562894117
19.0400;-0.042397348480;-0.322456096832
19.0500;-0.045621909449;-0.321285693765
19.0600;-0.048834766386;-0.320051969882
19.0700;-0.052035286085;-0.318755222585
19.0800;-0.055222838311;-0.317395761641
19.0900;-0.058396795927;-0.315973909113
19.1000;-0.061556535019;-0.314489999285
19.1100;-0.064701435011;-0.312944378585
19.1200;-0.067830878797;-0.311337405507
19.1300;-0.070944252852;-0.309669450525
19.1400;-0.074040947358;-0.307940896018
19.1500;-0.077120356318;-0.306152136174
19.1600;-0.080181877679;-0.304303576912
19.1700;-0.083224913449;-0.302395635781
19.1800;-0.086248869806;-0.300428741877
19.1900;-0.089253157225;-0.298403335739
19.2000;-0.092237190583;-0.296319869258
19.2100;-0.095200389275;-0.294178805577
19.2200;-0.098142177331;-0.291980618986
19.2300;-0.101061983521;-0.289725794821
19.2400;-0.103959241469;-0.287414829356
19.2500;-0.106833389763;-0.285048229697
19.2600;-0.109683872060;-0.282626513672
19.2700;-0.112510137196;-0.280150209717
19.2800;-0.115311639293;-0.277619856763
19.2900;-0.118087837861;-0.275036004121
19.3000;-0.120838197902;-0.272399211359
19.3100;-0.123562190016;-0.269710048190
19.3200;-0.126259290498;-0.266969094341
19.3300;-0.128928981441;-0.264176939437
19.3400;-0.131570750836;-0.261334182869
19.3500;-0.134184092664;-0.258441433669
19.3600;-0.136768507001;-0.255499310382
19.3700;-0.139323500105;-0.252508440932
19.3800;-0.141848584514;-0.249469462489
19.3900;-0.144343279139;-0.246383021336
19.4000;-0.146807109352;-0.243249772732
19.4100;-0.149239607080;-0.240070380772
19.4200;-0.151640310887;-0.236845518250
19.4300;-0.154008766070;-0.233575866514
19.4400;-0.156344524735;-0.230262115326
19.4500;-0.158647145888;-0.226904962716
19.4600;-0.160916195515;-0.223505114835
19.4700;-0.163151246664;-0.220063285810
19.4800;-0.165351879522;-0.216580197591
19.4900;-0.167517681498;-0.213056579803
19.5000;-0.169648247296;-0.209493169593
19.5100;-0.171743178992;-0.205890711478
19.5200;-0.173802086107;-0.202249957187
19.5300;-0.175824585678;-0.198571665507
19.5400;-0.177810302333;-0.194856602128
19.5500;-0.179758868355;-0.191105539479
19.5600;-0.181669923750;-0.187319256573
19.5700;-0.183543116315;-0.183498538841
19.5800;-0.185378101704;-0.179644177976
19.5900;-0.187174543483;-0.175756971764
19.6000;-0.188932113201;-0.171837723923
19.6100;-0.190650490440;-0.167887243935
19.6200;-0.192329362880;-0.163906346882
19.6300;-0.193968426348;-0.159895853278
19.6400;-0.195567384881;-0.155856588897
19.6500;-0.197125950770;-0.151789384611
19.6600;-0.198643844616;-0.147695076211
19.6700;-0.200120795378;-0.143574504242
19.6800;-0.201556540421;-0.139428513830
19.6900;-0.202950825559;-0.135257954508
19.7000;-0.204303405104;-0.131063680042
19.7100;-0.205614041905;-0.126846548260
19.7200;-0.206882507387;-0.122607420874
19.7300;-0.208108581596;-0.118347163305
19.7400;-0.209292053229;-0.114066644510
19.7500;-0.210432719674;-0.109766736801
19.7600;-0.211530387042;-0.105448315671
19.7700;-0.212584870199;-0.101112259614
19.7800;-0.213595992795;-0.096759449951
19.7900;-0.214563587295;-0.092390770645
19.8000;-0.215487495001;-0.088007108128
19.8100;-0.216367566082;-0.083609351120
19.8200;-0.217203659593;-0.079198390447
19.8300;-0.217995643498;-0.074775118865
19.8400;-0.218743394687;-0.070340430876
19.8500;-0.219446798995;-0.065895222552
19.8600;-0.220105751221;-0.061440391349
19.8700;-0.220720155134;-0.056976835933
19.8800;-0.221289923494;-0.052505455995
19.8900;-0.221814978054;-0.048027152069
19.9000;-0.222295249574;-0.043542825356
19.9100;-0.222730677828;-0.039053377539
19.9200;-0.223121211603;-0.034559710605
19.9300;-0.223466808709;-0.030062726662
19.9400;-0.223767435976;-0.025563327761
19.9500;-0.224023069254;-0.021062415714
19.9600;-0.224233693411;-0.016560891913
19.9700;-0.224399302330;-0.012059657153
19.9800;-0.224519898901;-0.007559611449
19.9900;-0.224595495016;-0.003061653860
20.0000;-0.224626111554;0.001433317694
20.0100;-0.224611778378;0.005924406608
20.0200;-0.224552534311;0.010410717769
20.0300;-0.224448427134;0.014891357737
20.0400;-0.224299513556;0.019365434922
20.0500;-0.224105859207;0.023832059758
20.0600;-0.223867538610;0.028290344883
20.0700;-0.223584635161;0.032739405310
20.0800;-0.223257241108;0.037178358608
20.0900;-0.222885457522;0.041606325071
20.1000;-0.222469394271;0.046022427897
20.1100;-0.222009169992;0.050425793354
20.1200;-0.221504912058;0.054815550961
20.1300;-0.220956756549;0.059190833651
20.1400;-0.220364848212;0.063550777948
20.1500;-0.219729340433;0.067894524135
20.1600;-0.219050395191;0.072221216419
20.1700;-0.218328183027;0.076530003107
20.1800;-0.217562882996;0.080820036764
20.1900;-0.216754682629;0.085090474387
20.2000;-0.215903777885;0.089340477565
20.2100;-0.215010373109;0.093569212645
20.2200;-0.214074680983;0.097775850895
20.2300;-0.213096922474;0.101959568664
20.2400;-0.212077326787;0.106119547545
20.2500;-0.211016131311;0.110254974533
20.2600;-0.209913581566;0.114365042184
20.2700;-0.208769931144;0.118448948774
20.2800;-0.207585441657;0.122505898448
20.2900;-0.206360382672;0.126535101382
20.3000;-0.205095031658;0.130535773934
20.3100;-0.203789673919;0.134507138794
20.3200;-0.202444602531;0.138448425133
20.3300;-0.201060118280;0.142358868759
20.3400;-0.199636529592;0.146237712256
20.3500;-0.198174152470;0.150084205135
20.3600;-0.196673310418;0.153897603979
20.3700;-0.195134334378;0.157677172584
20.3800;-0.193557562653;0.161422182099
20.3900;-0.191943340832;0.165131911170
20.4000;-0.190292021720;0.168805646075
20.4100;-0.188603965259;0.172442680863
20.4200;-0.186879538450;0.176042317488
20.4300;-0.185119115276;0.179603865939
20.4400;-0.183323076616;0.183126644379
20.4500;-0.181491810172;0.186609979267
20.4600;-0.179625710380;0.190053205491
20.4700;-0.177725178325;0.193455666493
20.4800;-0.175790621660;0.196816714393
20.4900;-0.173822454516;0.200135710112
20.5000;-0.171821097415;0.203412023492
20.5100;-0.169786977180;0.206645033417
